"4 Weeks CY Value","Manufacturer","Product","Region","Retailer","DDMMMYY","CY % Time On Promo","4 Weeks Store Count","4 Weeks CY Ave Price Quantity","4 Weeks Volume Growth % ","4 Weeks CY Volume","4 Weeks Value Growth % ","4 Weeks CY % Sales On Promo"
,"Unilever","Handy Andy All Purpose Cleaner Potpourri Refill 750ml","North West","Checkers","10 Aug 25",,,,"-1.0",,"-1.0",
,"Unilever","Handy Andy All Purpose Cleaner Potpourri Refill 750ml","North West","Checkers","17 Aug 25",,,,"-1.0",,"-1.0",
"883.65","Unilever","Handy Andy All Purpose Cleaner Potpourri Refill 750ml","North West","Checkers","26 Jul 26","0.08333333333333333","12.0","25.247142857142858",,"26.25",,"0.02262207887738358"
"907.64","Unilever","Handy Andy All Purpose Cleaner Potpourri Refill 750ml","North West","Checkers","2 Aug 26",,"12.0","25.212222222222223",,"27.0",,
"951.66","Unilever","Handy Andy All Purpose Cleaner Potpourri Refill 750ml","North West","Checkers","9 Aug 26","0.07692307692307693","12.0","25.043684210526315",,"28.5",,"0.07461698505768868"
"1389.42","Unilever","Handy Andy All Purpose Cleaner Potpourri Refill 750ml","North West","Checkers","16 Aug 26","0.08333333333333333","11.0","24.81107142857143",,"42.0",,"0.08630939528724216"
,"Unilever","Handy Andy All Purpose Cleaner Potpourri Refill 750ml","North West","Checkers Hyper","27 Jul 25",,,,"-1.0",,"-1.0",
,"Unilever","Handy Andy All Purpose Cleaner Potpourri Refill 750ml","North West","Checkers Hyper","3 Aug 25",,,,"-1.0",,"-1.0",
,"Unilever","Handy Andy All Purpose Cleaner Potpourri Refill 750ml","North West","Checkers Hyper","10 Aug 25",,,,"-1.0",,"-1.0",
,"Unilever","Handy Andy All Purpose Cleaner Potpourri Refill 750ml","North West","Checkers Hyper","17 Aug 25",,,,"-1.0",,"-1.0",
"126.95","Unilever","Handy Andy All Purpose Cleaner Potpourri Refill 750ml","North West","Checkers Hyper","26 Jul 26",,"2.0","25.39",,"3.75",,
"431.83","Unilever","Handy Andy All Purpose Cleaner Potpourri Refill 750ml","North West","Checkers Hyper","2 Aug 26",,"2.0","25.401764705882353",,"12.75",,
"124.95","Unilever","Handy Andy All Purpose Cleaner Potpourri Refill 750ml","North West","Checkers Hyper","9 Aug 26",,"1.0","24.990000000000002",,"3.75",,
"433.83","Unilever","Handy Andy All Purpose Cleaner Potpourri Refill 750ml","North West","Checkers Hyper","16 Aug 26",,"2.0","25.519411764705882",,"12.75",,
,"Unilever","Handy Andy All Purpose Cleaner Potpourri Refill 750ml","North West","Game","27 Jul 25",,,,"-1.0",,"-1.0",
,"Unilever","Handy Andy All Purpose Cleaner Potpourri Refill 750ml","North West","Game","3 Aug 25",,,,"-1.0",,"-1.0",
,"Unilever","Handy Andy All Purpose Cleaner Potpourri Refill 750ml","North West","Game","10 Aug 25",,,,"-1.0",,"-1.0",
,"Unilever","Handy Andy All Purpose Cleaner Potpourri Refill 750ml","North West","Game","17 Aug 25",,,,"-1.0",,"-1.0",
"544.78","Unilever","Handy Andy All Purpose Cleaner Potpourri Refill 750ml","North West","Game","26 Jul 26",,"8.0","24.762727272727272",,"16.5",,
"534.78","Unilever","Handy Andy All Purpose Cleaner Potpourri Refill 750ml","North West","Game","2 Aug 26","0.2857142857142857","7.0","24.30818181818182",,"16.5",,"0.13083884962040465"
"484.05","Unilever","Handy Andy All Purpose Cleaner Potpourri Refill 750ml","North West","Game","9 Aug 26","0.42857142857142855","7.0","24.2025",,"15.0",,"0.2374754674103915"
"291.63","Unilever","Handy Andy All Purpose Cleaner Potpourri Refill 750ml","North West","Game","16 Aug 26","0.2857142857142857","7.0","24.3025",,"9.0",,"0.31447381956588827"
,"Unilever","Handy Andy All Purpose Cleaner Potpourri Refill 750ml","North West","KwikSpar","3 Aug 25",,,,"-1.0",,"-1.0",
"24.99","Unilever","Handy Andy All Purpose Cleaner Potpourri Refill 750ml","North West","KwikSpar","16 Aug 26",,"1.0","24.99",,"0.75",,
,"Unilever","Handy Andy All Purpose Cleaner Potpourri Refill 750ml","North West","OK Foods","27 Jul 25",,,,"-1.0",,"-1.0",
,"Unilever","Handy Andy All Purpose Cleaner Potpourri Refill 750ml","North West","OK Foods","3 Aug 25",,,,"-1.0",,"-1.0",
,"Unilever","Handy Andy All Purpose Cleaner Potpourri Refill 750ml","North West","OK Foods","10 Aug 25",,,,"-1.0",,"-1.0",
,"Unilever","Handy Andy All Purpose Cleaner Potpourri Refill 750ml","North West","OK Foods","17 Aug 25",,,,"-1.0",,"-1.0",
"291.89","Unilever","Handy Andy All Purpose Cleaner Potpourri Refill 750ml","North West","OK Foods","26 Jul 26",,"3.0","26.535454545454545",,"8.25",,
"438.84","Unilever","Handy Andy All Purpose Cleaner Potpourri Refill 750ml","North West","OK Foods","2 Aug 26","0.2","5.0","27.4275",,"12.0",,"0.1138911676237353"
"273.9","Unilever","Handy Andy All Purpose Cleaner Potpourri Refill 750ml","North West","OK Foods","9 Aug 26",,"4.0","27.389999999999997",,"7.5",,
"348.87","Unilever","Handy Andy All Purpose Cleaner Potpourri Refill 750ml","North West","OK Foods","16 Aug 26",,"5.0","26.836153846153845",,"9.75",,
,"Unilever","Handy Andy All Purpose Cleaner Potpourri Refill 750ml","North West","OK Minimark","27 Jul 25",,,,"-1.0",,"-1.0",
"32.99","Unilever","Handy Andy All Purpose Cleaner Potpourri Refill 750ml","North West","OK Minimark","26 Jul 26",,"1.0","32.99",,"0.75",,
"32.99","Unilever","Handy Andy All Purpose Cleaner Potpourri Refill 750ml","North West","OK Minimark","2 Aug 26",,"1.0","32.99",,"0.75",,
"28.99","Unilever","Handy Andy All Purpose Cleaner Potpourri Refill 750ml","North West","OK Minimark","9 Aug 26",,"1.0","28.99",,"0.75",,
"53.98","Unilever","Handy Andy All Purpose Cleaner Potpourri Refill 750ml","North West","OK Minimark","16 Aug 26",,"2.0","26.99",,"1.5",,
,"Unilever","Handy Andy All Purpose Cleaner Potpourri Refill 750ml","North West","PnP Corporate","27 Jul 25",,,,"-1.0",,"-1.0",
,"Unilever","Handy Andy All Purpose Cleaner Potpourri Refill 750ml","North West","PnP Corporate","3 Aug 25",,,,"-1.0",,"-1.0",
,"Unilever","Handy Andy All Purpose Cleaner Potpourri Refill 750ml","North West","PnP Corporate","10 Aug 25",,,,"-1.0",,"-1.0",
,"Unilever","Handy Andy All Purpose Cleaner Potpourri Refill 750ml","North West","PnP Corporate","17 Aug 25",,,,"-1.0",,"-1.0",
"984.57","Unilever","Handy Andy All Purpose Cleaner Potpourri Refill 750ml","North West","PnP Corporate","26 Jul 26","0.6","7.0","22.89697674418605",,"32.25",,"0.7928842032562438"
"182.93","Unilever","Handy Andy All Purpose Cleaner Potpourri Refill 750ml","North West","PnP Corporate","2 Aug 26",,"5.0","26.132857142857144",,"5.25",,
"178.93","Unilever","Handy Andy All Purpose Cleaner Potpourri Refill 750ml","North West","PnP Corporate","9 Aug 26",,"3.0","25.56142857142857",,"5.25",,
"1083.52","Unilever","Handy Andy All Purpose Cleaner Potpourri Refill 750ml","North West","PnP Corporate","16 Aug 26","0.7777777777777778","6.0","22.11265306122449",,"36.75",,"0.8791439013585352"
,"Unilever","Handy Andy All Purpose Cleaner Potpourri Refill 750ml","North West","PnP Family","27 Jul 25",,,,"-1.0",,"-1.0",
,"Unilever","Handy Andy All Purpose Cleaner Potpourri Refill 750ml","North West","PnP Family","3 Aug 25",,,,"-1.0",,"-1.0",
,"Unilever","Handy Andy All Purpose Cleaner Potpourri Refill 750ml","North West","PnP Family","10 Aug 25",,,,"-1.0",,"-1.0",
,"Unilever","Handy Andy All Purpose Cleaner Potpourri Refill 750ml","North West","PnP Family","17 Aug 25",,,,"-1.0",,"-1.0",
