"4 Weeks CY Value","Manufacturer","Product","Region","Retailer","DDMMMYY","CY % Time On Promo","4 Weeks Store Count","4 Weeks CY Ave Price Quantity","4 Weeks Volume Growth % ","4 Weeks CY Volume","4 Weeks Value Growth % ","4 Weeks CY % Sales On Promo"
"11765.87","Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Gauteng","PnP Family","26 Jul 26","0.16071428571428573","43.0","49.229581589958165",,"239.0",,"0.13493944774164596"
"12668.07","Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Gauteng","PnP Family","2 Aug 26","0.03278688524590164","44.0","49.4846484375",,"256.0",,"0.03500217475905959"
"4404.61","Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Gauteng","PnP Family","9 Aug 26","0.029411764705882353","28.0","49.489999999999995",,"89.0",,"0.033480830311877784"
"6206.99","Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Gauteng","PnP Family","16 Aug 26","0.041666666666666664","39.0","51.724916666666665",,"120.0",,"0.031522525410867426"
,"Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Gauteng","PnP Hypermarket","27 Jul 25",,,,"-1.0",,"-1.0",
,"Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Gauteng","PnP Hypermarket","3 Aug 25",,,,"-1.0",,"-1.0",
,"Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Gauteng","PnP Hypermarket","10 Aug 25",,,,"-1.0",,"-1.0",
,"Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Gauteng","PnP Hypermarket","17 Aug 25",,,,"-1.0",,"-1.0",
"5446.41","Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Gauteng","PnP Hypermarket","26 Jul 26","0.09090909090909091","12.0","49.96706422018349",,"109.0",,"0.03625507444353253"
"7435.69","Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Gauteng","PnP Hypermarket","2 Aug 26","0.07692307692307693","12.0","49.90395973154362",,"149.0",,"0.03234938519491803"
"2849.43","Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Gauteng","PnP Hypermarket","9 Aug 26",,"12.0","49.989999999999995",,"57.0",,
"3699.29","Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Gauteng","PnP Hypermarket","16 Aug 26",,"12.0","52.10267605633803",,"71.0",,
,"Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Gauteng","PnP Local","27 Jul 25",,,,"-1.0",,"-1.0",
,"Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Gauteng","PnP Local","3 Aug 25",,,,"-1.0",,"-1.0",
,"Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Gauteng","PnP Local","17 Aug 25",,,,"-1.0",,"-1.0",
"299.94","Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Gauteng","PnP Local","26 Jul 26",,"2.0","49.99",,"6.0",,
"449.91","Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Gauteng","PnP Local","2 Aug 26",,"4.0","49.99",,"9.0",,
"499.9","Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Gauteng","PnP Local","9 Aug 26",,"4.0","49.989999999999995",,"10.0",,
"264.95","Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Gauteng","PnP Local","16 Aug 26",,"4.0","52.989999999999995",,"5.0",,
,"Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Gauteng","PnP Mini Market","27 Jul 25",,,,"-1.0",,"-1.0",
,"Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Gauteng","PnP Mini Market","3 Aug 25",,,,"-1.0",,"-1.0",
,"Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Gauteng","PnP Mini Market","10 Aug 25",,,,"-1.0",,"-1.0",
,"Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Gauteng","PnP Mini Market","17 Aug 25",,,,"-1.0",,"-1.0",
"199.96","Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Gauteng","PnP Mini Market","26 Jul 26",,"2.0","49.99",,"4.0",,
"154.47","Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Gauteng","PnP Mini Market","2 Aug 26",,"1.0","51.49",,"3.0",,
"357.43","Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Gauteng","PnP Mini Market","9 Aug 26",,"2.0","51.06142857142857",,"7.0",,
"163.97","Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Gauteng","PnP Mini Market","16 Aug 26",,"2.0","54.656666666666666",,"3.0",,
,"Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Gauteng","Sentra","27 Jul 25",,,,"-1.0",,"-1.0",
,"Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Gauteng","Sentra","3 Aug 25",,,,"-1.0",,"-1.0",
,"Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Gauteng","Sentra","17 Aug 25",,,,"-1.0",,"-1.0",
"51.99","Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Gauteng","Sentra","2 Aug 26",,"1.0","51.99",,"1.0",,
"51.99","Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Gauteng","Sentra","9 Aug 26",,"1.0","51.99",,"1.0",,
"51.99","Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Gauteng","Sentra","16 Aug 26",,"1.0","51.99",,"1.0",,
,"Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Gauteng","Shoprite","27 Jul 25",,,,"-1.0",,"-1.0",
,"Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Gauteng","Shoprite","3 Aug 25",,,,"-1.0",,"-1.0",
,"Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Gauteng","Shoprite","10 Aug 25",,,,"-1.0",,"-1.0",
,"Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Gauteng","Shoprite","17 Aug 25",,,,"-1.0",,"-1.0",
"19756.09","Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Gauteng","Shoprite","26 Jul 26","0.12121212121212122","130.0","47.150572792362766",,"419.0",,"0.09276127006912804"
"22817.99","Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Gauteng","Shoprite","2 Aug 26","0.125","140.0","47.144607438016536",,"484.0",,"0.0948606779124717"
"17996.13","Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Gauteng","Shoprite","9 Aug 26","0.1076923076923077","129.0","47.23393700787402",,"381.0",,"0.11766696506415546"
"11580.24","Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Gauteng","Shoprite","16 Aug 26","0.09821428571428571","110.0","47.266285714285715",,"245.0",,"0.08115548555124937"
,"Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Gauteng","Shoprite Cash & Carry","27 Jul 25",,,,"-1.0",,"-1.0",
,"Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Gauteng","Shoprite Cash & Carry","3 Aug 25",,,,"-1.0",,"-1.0",
,"Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Gauteng","Shoprite Cash & Carry","10 Aug 25",,,,"-1.0",,"-1.0",
,"Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Gauteng","Shoprite Cash & Carry","17 Aug 25",,,,"-1.0",,"-1.0",
"329.93","Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Gauteng","Shoprite Cash & Carry","26 Jul 26",,"3.0","32.993",,"10.0",,
"230.95","Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Gauteng","Shoprite Cash & Carry","2 Aug 26",,"3.0","32.99285714285714",,"7.0",,
"98.98","Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Gauteng","Shoprite Cash & Carry","9 Aug 26",,"2.0","32.99333333333333",,"3.0",,
"65.98","Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Gauteng","Shoprite Cash & Carry","16 Aug 26",,"2.0","32.99",,"2.0",,
,"Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Gauteng","Shoprite Mini","27 Jul 25",,,,"-1.0",,"-1.0",
,"Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Gauteng","Shoprite Mini","3 Aug 25",,,,"-1.0",,"-1.0",
,"Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Gauteng","Shoprite Mini","10 Aug 25",,,,"-1.0",,"-1.0",
,"Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Gauteng","Shoprite Mini","17 Aug 25",,,,"-1.0",,"-1.0",
"475.9","Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Gauteng","Shoprite Mini","26 Jul 26",,"7.0","47.589999999999996",,"10.0",,
"947.8","Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Gauteng","Shoprite Mini","2 Aug 26","0.07692307692307693","13.0","47.39",,"20.0",,"0.05485334458746571"
"771.56","Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Gauteng","Shoprite Mini","9 Aug 26","0.2222222222222222","9.0","45.385882352941174",,"17.0",,"0.19271346363212194"
"425.91","Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Gauteng","Shoprite Mini","16 Aug 26",,"5.0","47.32333333333334",,"9.0",,
,"Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Gauteng","Spar","27 Jul 25",,,,"-1.0",,"-1.0",
,"Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Gauteng","Spar","3 Aug 25",,,,"-1.0",,"-1.0",
,"Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Gauteng","Spar","10 Aug 25",,,,"-1.0",,"-1.0",
,"Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Gauteng","Spar","17 Aug 25",,,,"-1.0",,"-1.0",
"2964.46","Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Gauteng","Spar","26 Jul 26","0.034482758620689655","29.0","45.607076923076924",,"65.0",,"0.016019781005646896"
"3803.17","Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Gauteng","Spar","2 Aug 26",,"32.0","45.82132530120482",,"83.0",,
"3068.33","Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Gauteng","Spar","9 Aug 26",,"28.0","45.79597014925373",,"67.0",,
"3624.31","Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Gauteng","Spar","16 Aug 26",,"37.0","45.8773417721519",,"79.0",,
,"Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Gauteng","SuperSpar","27 Jul 25",,,,"-1.0",,"-1.0",
,"Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Gauteng","SuperSpar","3 Aug 25",,,,"-1.0",,"-1.0",
,"Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Gauteng","SuperSpar","10 Aug 25",,,,"-1.0",,"-1.0",
,"Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Gauteng","SuperSpar","17 Aug 25",,,,"-1.0",,"-1.0",
"7355.93","Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Gauteng","SuperSpar","26 Jul 26","0.02040816326530612","49.0","44.85323170731707",,"164.0",,"0.04675411538717742"
"7258.11","Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Gauteng","SuperSpar","2 Aug 26","0.06","50.0","44.803148148148146",,"162.0",,"0.07760422479130243"
"7747.76","Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Gauteng","SuperSpar","9 Aug 26","0.05454545454545454","55.0","45.30853801169591",,"171.0",,"0.033725876898613276"
"5991.94","Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Gauteng","SuperSpar","16 Aug 26","0.041666666666666664","48.0","45.393484848484846",,"132.0",,"0.022753899404867207"
,"Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Gauteng","U Save","27 Jul 25",,,,"-1.0",,"-1.0",
,"Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Gauteng","U Save","3 Aug 25",,,,"-1.0",,"-1.0",
,"Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Gauteng","U Save","10 Aug 25",,,,"-1.0",,"-1.0",
,"Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Gauteng","U Save","17 Aug 25",,,,"-1.0",,"-1.0",
"1679.65","Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Gauteng","U Save","26 Jul 26",,"30.0","47.99",,"35.0",,
"3263.32","Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Gauteng","U Save","2 Aug 26",,"47.0","47.99",,"68.0",,
"1775.63","Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Gauteng","U Save","9 Aug 26",,"30.0","47.99",,"37.0",,
"1791.64","Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Gauteng","U Save","16 Aug 26",,"29.0","49.76777777777778",,"36.0",,
,"Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Kwazulu-natal","Checkers","27 Jul 25",,,,"-1.0",,"-1.0",
,"Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Kwazulu-natal","Checkers","3 Aug 25",,,,"-1.0",,"-1.0",
,"Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Kwazulu-natal","Checkers","10 Aug 25",,,,"-1.0",,"-1.0",
,"Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Kwazulu-natal","Checkers","17 Aug 25",,,,"-1.0",,"-1.0",
"22174.56","Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Kwazulu-natal","Checkers","26 Jul 26","0.02040816326530612","49.0","51.93105386416862",,"427.0",,"0.004689157304586878"
"23401.25","Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Kwazulu-natal","Checkers","2 Aug 26","0.02","50.0","51.88747228381375",,"451.0",,"0.004443352385022168"
"22499.36","Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Kwazulu-natal","Checkers","9 Aug 26","0.020833333333333332","48.0","52.08185185185185",,"432.0",,"0.009243374033750293"
"16632.18","Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Kwazulu-natal","Checkers","16 Aug 26","0.04081632653061224","49.0","51.9755625",,"320.0",,"0.026744539801757797"
,"Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Kwazulu-natal","Checkers Foods","27 Jul 25",,,,"-1.0",,"-1.0",
,"Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Kwazulu-natal","Checkers Foods","3 Aug 25",,,,"-1.0",,"-1.0",
,"Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Kwazulu-natal","Checkers Foods","10 Aug 25",,,,"-1.0",,"-1.0",
,"Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Kwazulu-natal","Checkers Foods","17 Aug 25",,,,"-1.0",,"-1.0",
"415.93","Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Kwazulu-natal","Checkers Foods","26 Jul 26",,"2.0","51.99125",,"8.0",,
"155.97","Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Kwazulu-natal","Checkers Foods","2 Aug 26",,"2.0","51.99",,"3.0",,
"363.95","Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Kwazulu-natal","Checkers Foods","9 Aug 26",,"2.0","51.99285714285714",,"7.0",,
"363.95","Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Kwazulu-natal","Checkers Foods","16 Aug 26",,"2.0","51.99285714285714",,"7.0",,
,"Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Kwazulu-natal","Checkers Hyper","27 Jul 25",,,,"-1.0",,"-1.0",
,"Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Kwazulu-natal","Checkers Hyper","3 Aug 25",,,,"-1.0",,"-1.0",
,"Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Kwazulu-natal","Checkers Hyper","10 Aug 25",,,,"-1.0",,"-1.0",
,"Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Kwazulu-natal","Checkers Hyper","17 Aug 25",,,,"-1.0",,"-1.0",
"3626.87","Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Kwazulu-natal","Checkers Hyper","26 Jul 26","0.16666666666666666","6.0","51.81242857142857",,"70.0",,"0.06739144220774386"
"3729.71","Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Kwazulu-natal","Checkers Hyper","2 Aug 26",,"6.0","51.80152777777778",,"72.0",,
"3551.86","Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Kwazulu-natal","Checkers Hyper","9 Aug 26",,"6.0","52.23323529411765",,"68.0",,
"2400.61","Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Kwazulu-natal","Checkers Hyper","16 Aug 26",,"6.0","52.18717391304348",,"46.0",,
"2093.74","Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Kwazulu-natal","Clicks","26 Jul 26","0.52","25.0","41.87479999999999",,"50.0",,"0.5587465492372501"
"2379.7","Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Kwazulu-natal","Clicks","2 Aug 26","0.36363636363636365","22.0","42.49464285714286",,"56.0",,"0.5138756986174727"
"1822.68","Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Kwazulu-natal","Clicks","9 Aug 26","0.07692307692307693","26.0","49.26162162162162",,"37.0",,"0.14372243070643226"
"1614.7","Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Kwazulu-natal","Clicks","16 Aug 26","0.045454545454545456","22.0","52.08709677419355",,"31.0",,"0.04829999380689911"
"208.97","Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Kwazulu-natal","Clicks Pharmacy","26 Jul 26","1.0","2.0","41.794",,"5.0",,"1.0"
"233.97","Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Kwazulu-natal","Clicks Pharmacy","2 Aug 26","1.0","2.0","38.995",,"6.0",,"1.0"
"52.99","Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Kwazulu-natal","Clicks Pharmacy","9 Aug 26",,"1.0","52.99",,"1.0",,
"158.97","Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Kwazulu-natal","Clicks Pharmacy","16 Aug 26",,"2.0","52.99",,"3.0",,
,"Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Kwazulu-natal","Dis-Chem","27 Jul 25",,,,"-1.0",,"-1.0",
,"Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Kwazulu-natal","Dis-Chem","3 Aug 25",,,,"-1.0",,"-1.0",
,"Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Kwazulu-natal","Dis-Chem","10 Aug 25",,,,"-1.0",,"-1.0",
,"Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Kwazulu-natal","Dis-Chem","17 Aug 25",,,,"-1.0",,"-1.0",
"769.86","Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Kwazulu-natal","Dis-Chem","26 Jul 26",,"10.0","54.99",,"14.0",,
"1154.79","Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Kwazulu-natal","Dis-Chem","2 Aug 26",,"17.0","54.989999999999995",,"21.0",,
"1094.31","Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Kwazulu-natal","Dis-Chem","9 Aug 26","0.07142857142857142","14.0","54.7155",,"20.0",,"0.045233983057817256"
"709.38","Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Kwazulu-natal","Dis-Chem","16 Aug 26","0.1","10.0","54.567692307692305",,"13.0",,"0.0697792438467394"
,"Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Kwazulu-natal","KwikSpar","27 Jul 25",,,,"-1.0",,"-1.0",
,"Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Kwazulu-natal","KwikSpar","3 Aug 25",,,,"-1.0",,"-1.0",
,"Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Kwazulu-natal","KwikSpar","10 Aug 25",,,,"-1.0",,"-1.0",
,"Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Kwazulu-natal","KwikSpar","17 Aug 25",,,,"-1.0",,"-1.0",
"688.87","Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Kwazulu-natal","KwikSpar","26 Jul 26",,"7.0","52.99",,"13.0",,
"264.95","Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Kwazulu-natal","KwikSpar","2 Aug 26",,"5.0","52.989999999999995",,"5.0",,
"741.86","Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Kwazulu-natal","KwikSpar","9 Aug 26",,"8.0","52.99",,"14.0",,
"582.89","Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Kwazulu-natal","KwikSpar","16 Aug 26",,"5.0","52.99",,"11.0",,
,"Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Kwazulu-natal","OK Foods","27 Jul 25",,,,"-1.0",,"-1.0",
,"Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Kwazulu-natal","OK Foods","3 Aug 25",,,,"-1.0",,"-1.0",
,"Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Kwazulu-natal","OK Foods","10 Aug 25",,,,"-1.0",,"-1.0",
,"Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Kwazulu-natal","OK Foods","17 Aug 25",,,,"-1.0",,"-1.0",
"227.95","Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Kwazulu-natal","OK Foods","26 Jul 26","0.3333333333333333","3.0","45.589999999999996",,"5.0",,"0.3508664180741391"
"331.93","Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Kwazulu-natal","OK Foods","2 Aug 26","0.25","4.0","47.41857142857143",,"7.0",,"0.24095441810020185"
"255.94","Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Kwazulu-natal","OK Foods","9 Aug 26","0.5","2.0","42.656666666666666",,"6.0",,"0.6249902320856451"
"47.99","Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Kwazulu-natal","OK Foods","16 Aug 26",,"1.0","47.99",,"1.0",,
"99.98","Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Kwazulu-natal","OK Grocer","2 Aug 26",,"1.0","49.99",,"2.0",,
"99.98","Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Kwazulu-natal","OK Grocer","9 Aug 26",,"1.0","49.99",,"2.0",,
"49.99","Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Kwazulu-natal","OK Grocer","16 Aug 26",,"1.0","49.99",,"1.0",,
,"Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Kwazulu-natal","OK Minimark","27 Jul 25",,,,"-1.0",,"-1.0",
,"Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Kwazulu-natal","OK Minimark","3 Aug 25",,,,"-1.0",,"-1.0",
,"Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Kwazulu-natal","OK Minimark","10 Aug 25",,,,"-1.0",,"-1.0",
,"Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Kwazulu-natal","OK Minimark","17 Aug 25",,,,"-1.0",,"-1.0",
"44.99","Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Kwazulu-natal","OK Minimark","9 Aug 26",,"1.0","44.99",,"1.0",,
"50.34","Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Kwazulu-natal","OK Urban","9 Aug 26","1.0","1.0","50.34",,"1.0",,"1.0"
"199.96","Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Kwazulu-natal","PnP Clothing","26 Jul 26","1.0","1.0","49.99",,"4.0",,"1.0"
"99.98","Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Kwazulu-natal","PnP Clothing","2 Aug 26","1.0","1.0","49.99",,"2.0",,"1.0"
"49.99","Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Kwazulu-natal","PnP Clothing","9 Aug 26","1.0","1.0","49.99",,"1.0",,"1.0"
"359.93","Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Kwazulu-natal","PnP Clothing","16 Aug 26","0.5","1.0","51.41857142857143",,"7.0",,"0.2777762342677743"
,"Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Kwazulu-natal","PnP Corporate","27 Jul 25",,,,"-1.0",,"-1.0",
,"Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Kwazulu-natal","PnP Corporate","3 Aug 25",,,,"-1.0",,"-1.0",
,"Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Kwazulu-natal","PnP Corporate","10 Aug 25",,,,"-1.0",,"-1.0",
,"Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Kwazulu-natal","PnP Corporate","17 Aug 25",,,,"-1.0",,"-1.0",
"4146.67","Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Kwazulu-natal","PnP Corporate","26 Jul 26","0.8","25.0","49.95987951807229",,"83.0",,"0.8794454345293935"
"3291.99","Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Kwazulu-natal","PnP Corporate","2 Aug 26","0.7241379310344828","24.0","49.87863636363636",,"66.0",,"0.6962931236121617"
"2399.52","Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Kwazulu-natal","PnP Corporate","9 Aug 26","0.8260869565217391","18.0","49.99",,"48.0",,"0.875"
"2954.43","Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Kwazulu-natal","PnP Corporate","16 Aug 26","0.28","19.0","51.83210526315789",,"57.0",,"0.4094732317232089"
,"Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Kwazulu-natal","PnP Family","27 Jul 25",,,,"-1.0",,"-1.0",
,"Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Kwazulu-natal","PnP Family","3 Aug 25",,,,"-1.0",,"-1.0",
,"Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Kwazulu-natal","PnP Family","10 Aug 25",,,,"-1.0",,"-1.0",
